5621,5881,2019-02-12,23:33:36
14672,5348,2019-07-06,22:06:51
14531,6319,2018-04-18,05:07:25
13650,5937,2018-11-17,14:22:49
14793,7454,2018-09-09,13:54:44
4328,7298,2018-02-20,11:49:55
2239,6870,2018-04-08,02:50:59
12066,7585,2018-06-06,08:46:04
1103,7203,2018-07-15,23:22:08
11126,6036,2019-01-31,18:40:34
1343,7327,2018-04-18,14:33:26
14738,6255,2018-02-08,08:46:37
8663,5660,2019-09-12,08:10:31
5210,6160,2019-08-23,23:29:36
415,5409,2019-01-10,22:19:41
13210,5375,2018-06-22,04:56:42
14420,6211,2019-11-22,22:45:00
9877,5753,2018-09-10,19:29:57
6271,7464,2019-02-06,11:49:23
6482,6152,2019-11-14,19:45:37
11036,7617,2018-08-29,23:58:02
6594,6001,2019-07-21,11:50:56
7925,7552,2019-06-08,16:38:16
1534,5718,2018-11-12,17:57:01
6793,6187,2018-06-04,02:07:23
13564,6810,2018-06-28,22:35:18
9363,6914,2019-03-05,07:45:22
7600,6276,2018-11-05,11:10:22
4819,6252,2019-01-08,13:00:19
8328,5270,2018-08-17,07:39:33
483,7723,2018-02-06,15:44:20
6683,6814,2019-02-20,06:09:12
12108,5485,2019-05-07,07:02:32
10063,5228,2018-07-10,23:21:34
731,6577,2019-03-12,23:31:08
11800,5832,2018-09-02,05:11:59
4256,5936,2018-04-13,05:48:09
208,7266,2019-10-07,09:16:13
7054,6965,2019-08-13,04:46:55
14939,6958,2018-09-07,11:41:27
10144,7338,2019-07-09,01:26:46
10855,6006,2019-11-27,12:54:34
11782,5770,2020-01-02,20:25:41
12637,5502,2018-07-09,09:32:44
4924,6405,2019-09-21,06:06:37
2171,5566,2019-01-18,13:27:16
4162,6765,2019-12-08,18:39:06
9638,6843,2019-04-13,05:52:02
6729,7737,2019-04-15,20:44:07
13142,7126,2019-12-03,08:49:19
7176,7002,2018-03-27,03:23:45
12114,5985,2019-11-18,07:47:12
9100,7661,2018-08-18,18:01:58
14190,6911,2018-07-01,09:57:08
4867,7738,2019-09-10,21:32:21
3908,5463,2019-08-05,12:47:22
11271,7696,2019-01-18,14:41:09
1387,7161,2019-06-20,09:26:23
8970,6409,2019-10-06,06:08:38
9806,7518,2019-12-23,00:35:47
14311,6944,2019-01-09,12:26:02
4711,6489,2018-07-01,20:04:02
873,7212,2019-06-02,02:16:06
10110,6072,2018-03-14,02:07:41
6089,5345,2019-07-28,12:15:18
7945,7497,2019-12-29,19:41:00
1853,5966,2018-05-03,05:55:57
13190,7285,2018-09-15,09:00:05
14571,5820,2019-03-28,14:25:10
14384,7479,2019-08-26,10:45:29
13885,7355,2019-09-18,16:18:13
5260,7733,2019-12-24,22:44:19
13649,7237,2018-05-15,15:59:16
12534,7717,2019-06-19,07:28:52
2157,7658,2018-02-03,23:03:49
11022,5291,2018-08-30,10:08:55
3074,5792,2018-10-27,01:10:58
704,7455,2019-01-17,00:58:16
2448,7426,2018-07-27,00:11:02
742,7047,2018-11-25,01:59:04
14218,5784,2019-08-22,15:25:10
14678,6321,2018-04-26,04:58:32
38,7081,2019-11-26,19:23:45
3165,5661,2019-10-13,13:41:38
6143,5427,2019-02-05,16:27:07
2545,7779,2019-05-11,12:41:52
6,6531,2019-11-16,04:32:06
9704,6566,2019-01-07,09:29:28
6331,6293,2018-11-09,22:53:55
6413,6392,2019-07-27,16:14:25
1321,5397,2018-04-27,14:39:38
12824,5381,2018-04-19,22:13:57
608,7291,2019-05-29,06:09:21
12938,7267,2018-01-29,00:07:33
8600,5682,2019-08-04,03:04:17
14544,7472,2019-04-27,17:43:54
5519,7727,2019-10-01,02:02:12
14984,6169,2019-12-09,21:28:59
2991,5294,2018-08-07,12:10:09
1877,6460,2018-01-05,09:09:02
2035,6807,2018-05-07,02:38:18
7393,6813,2019-06-09,01:41:22
562,6049,2019-12-29,22:11:21
1876,6845,2018-08-07,09:59:39
2326,7609,2018-05-26,17:19:33
1206,7632,2018-11-26,19:11:40
13158,6774,2018-05-03,08:46:15
8172,6460,2019-03-31,23:00:28
11721,6171,2019-06-23,12:36:53
5647,7275,2019-07-15,06:32:45
6707,6727,2018-08-19,16:33:38
12701,5416,2019-07-11,23:30:04
6625,5302,2019-11-26,11:39:30
12939,7584,2018-11-03,16:28:43
6023,7730,2019-05-01,00:03:45
1994,7371,2018-04-19,08:39:02
7457,6236,2019-03-24,14:13:55
2151,7576,2018-11-15,20:04:50
277,5835,2018-09-27,10:36:15
9080,7090,2018-12-27,10:45:48
2544,7214,2019-05-27,10:19:20
2960,7665,2019-10-28,16:41:53
202,7756,2019-04-06,20:58:56
8422,7284,2018-06-28,00:46:18
6557,5932,2018-04-30,08:41:37
9567,5787,2018-10-26,11:26:47
8486,5273,2018-12-16,11:59:43
6682,5572,2019-11-18,20:32:09
12696,7647,2018-05-13,17:45:00
784,5589,2018-05-31,03:17:34
13007,6154,2018-10-24,19:39:34
11929,7197,2018-09-08,01:01:48
7438,5912,2019-09-12,06:16:18
1338,7285,2018-01-17,01:37:59
5445,5992,2018-08-26,22:53:49
7990,5512,2018-04-12,06:24:50
4013,5338,2019-05-05,19:23:07
12929,6678,2018-04-02,22:33:04
13801,5787,2019-09-08,14:10:14
2038,7013,2019-01-23,06:51:27
14897,7032,2019-01-08,05:00:37
14890,5325,2019-07-24,07:28:51
5990,6055,2018-10-18,12:21:32
694,6798,2019-05-19,00:11:41
4028,6931,2019-08-30,18:35:46
12444,5600,2018-07-30,09:13:09
10752,7620,2018-05-28,11:46:58
14670,6397,2018-10-24,00:33:36
2,7793,2018-05-03,22:48:58
14878,6870,2018-11-10,22:37:37
5775,5855,2019-06-18,06:26:14
9910,7390,2018-07-27,19:15:17
5902,5719,2018-12-29,02:32:37
10192,7206,2019-08-26,23:04:44
9099,7094,2018-06-21,02:58:38
12074,6542,2018-09-12,14:25:16
12589,6640,2019-09-11,08:08:20
7878,7622,2018-03-24,17:57:02
6838,6841,2019-08-18,14:09:28
7258,7442,2019-02-04,03:18:48
7119,6129,2019-03-18,03:44:52
7983,6465,2019-12-10,02:49:28
12365,5458,2018-04-08,13:24:06
6635,6723,2019-04-14,21:02:27
4517,5587,2019-01-24,13:16:31
8377,6555,2018-09-08,02:34:01
5407,7279,2018-09-29,01:37:08
6717,7234,2019-04-25,01:55:21
6580,5493,2019-02-15,14:31:18
1329,6459,2018-01-23,11:20:33
10329,7264,2019-06-04,11:29:03
11329,6831,2018-10-28,01:33:18
7399,5354,2018-03-02,01:34:24
6722,5767,2018-10-10,16:25:37
10588,7453,2018-09-16,21:36:11
2047,7244,2018-03-08,15:55:11
259,5446,2018-12-13,00:26:26
12962,5690,2019-07-08,00:33:27
2299,6642,2018-08-12,19:49:00
13277,5516,2019-09-29,15:46:24
9661,6226,2018-12-17,17:53:20
8449,5744,2019-07-01,08:04:44
2404,6690,2018-02-17,13:49:07
3491,7662,2019-08-04,16:26:53
830,7300,2019-05-13,18:11:23
3936,6921,2019-02-14,05:59:18
12922,6744,2019-07-12,08:25:37
10677,5941,2019-07-11,22:37:14
3665,7751,2019-10-04,06:00:04
13764,7787,2018-01-02,12:23:26
10291,5821,2018-10-30,10:21:32
8372,5898,2019-08-30,00:56:50
8798,5690,2018-12-23,12:43:24
5289,6171,2018-11-16,01:46:41
14690,6264,2019-06-05,17:01:27
40,7215,2018-03-09,13:37:05
2062,5987,2018-12-06,05:05:29
11999,5514,2018-09-09,21:26:00
11701,6049,2018-09-05,07:10:18
9014,7705,2018-09-07,15:41:33
6924,5818,2019-12-11,06:00:31
9952,5543,2018-01-29,10:59:00
7835,6078,2018-07-17,17:31:06
5690,6089,2019-12-22,06:37:30
7907,5408,2019-05-12,04:05:00
3968,7678,2018-08-16,12:43:25
13782,5881,2018-10-11,18:23:24
6857,7289,2018-01-16,18:40:16
254,7706,2019-01-02,02:19:10
5154,6792,2018-08-23,18:12:34
12675,6197,2018-10-01,02:02:10
6577,6624,2018-05-25,12:27:06
1520,5397,2018-05-31,00:36:01
13806,7642,2018-09-11,11:50:49
7359,5720,2018-09-20,00:56:51
2467,7749,2018-10-25,13:55:54
11110,7734,2018-04-25,14:01:08
14930,6166,2019-07-14,17:18:08
13626,6365,2018-12-03,11:59:29
1814,5534,2019-11-16,14:58:34
1898,6557,2018-09-03,18:34:00
5738,7415,2019-09-30,21:01:12
11593,5537,2019-07-21,19:38:53
10102,5856,2019-02-10,17:35:29
7613,5971,2019-01-08,04:18:29
6819,5203,2019-08-28,21:15:49
8696,5414,2019-11-12,01:30:44
3328,7219,2018-06-28,01:04:16
6126,7684,2018-08-06,13:03:22
9068,6084,2019-01-18,01:10:29
4094,6688,2019-05-07,06:04:57
6124,6572,2019-07-03,18:25:09
9046,7779,2019-06-22,05:39:54
10371,7552,2019-06-01,13:10:53
11898,6817,2019-06-15,23:07:45
13397,6963,2018-06-27,09:46:32
986,6674,2018-10-09,01:53:58
3382,7118,2019-02-16,00:39:20
2437,7538,2019-05-31,13:47:18
13161,6074,2019-08-09,07:52:12
4239,5317,2018-01-14,21:13:21
2368,6662,2019-03-26,16:01:02
5906,7660,2018-11-10,08:03:05
216,5366,2019-07-05,13:23:53
2191,7642,2019-03-23,01:16:22
13567,6827,2018-10-09,20:44:28
7980,6831,2018-06-11,14:30:25
9782,5568,2018-02-08,16:16:59
14651,6417,2018-12-29,11:30:00
9119,5944,2018-09-08,00:59:44
3044,6744,2018-02-23,08:58:03
10373,7229,2019-10-16,17:23:23
2439,5292,2018-01-03,06:46:40
8577,6418,2019-10-17,14:58:05
5884,6748,2019-08-22,16:47:30
6254,6832,2019-06-06,14:27:05
3297,5253,2018-01-05,11:03:50
441,6998,2019-10-19,19:19:32
8072,6951,2019-09-29,20:59:11
7574,5267,2018-02-06,23:43:27
9635,7441,2019-06-08,23:10:13
12201,5254,2019-11-27,13:37:48
11088,7666,2019-07-15,15:23:51
11518,6064,2019-10-14,15:02:11
10415,6927,2019-08-26,07:16:00
6832,7438,2019-05-27,19:56:53
2149,6014,2018-11-11,14:02:41
13485,6305,2018-01-12,00:09:52
13955,6803,2018-01-02,07:10:41
4415,5247,2019-07-27,23:52:34
3836,6807,2019-08-02,16:50:58
10574,5897,2019-10-20,23:43:45
10171,5309,2018-07-06,03:39:51
10046,6201,2018-06-09,06:24:39
10697,7365,2018-05-24,10:19:46
10981,6062,2019-12-09,22:49:12
8272,6136,2018-10-27,10:56:30
5007,6392,2018-05-26,13:30:28
7206,7422,2018-12-23,07:38:56
13105,5421,2018-11-07,07:28:40
14929,7528,2018-11-15,11:07:43
2697,5392,2019-03-10,12:46:20
5820,6737,2018-07-24,11:07:58
12101,7156,2018-12-16,04:28:51
10828,6539,2018-10-05,05:43:06
9744,7362,2019-01-22,18:40:02
8936,7566,2018-04-22,20:34:45
14986,5405,2019-12-07,05:40:05
13810,6021,2018-05-26,03:40:02
13367,5263,2019-04-30,04:06:08
10541,6200,2018-01-12,17:20:13
9240,6606,2018-05-24,11:33:41
5388,7039,2018-03-05,11:39:00
8474,6847,2018-03-01,21:00:02
12123,5449,2018-01-18,18:09:10
9563,6357,2018-01-24,07:03:00
10479,5791,2019-08-11,15:28:01
4539,7474,2019-01-23,15:13:45
7157,7711,2019-10-25,23:58:02
10306,5788,2018-04-11,17:40:46
1997,7573,2019-07-28,14:01:04
8447,7324,2018-04-05,19:10:44
2270,6973,2018-06-12,05:21:32
13780,5639,2018-11-03,05:50:55
1630,6881,2019-01-15,09:39:47
7473,5706,2019-04-22,20:46:31
13761,6705,2018-07-10,07:16:28
11057,5897,2018-08-01,05:45:47
12319,7286,2018-02-24,22:31:04
12031,7490,2019-06-02,22:38:50
2125,6967,2019-08-19,07:52:36
4914,6152,2018-08-27,19:03:38
2076,6811,2018-12-19,20:02:22
10015,6800,2018-08-05,12:12:03
1082,7508,2019-06-21,02:29:02
633,7791,2019-05-04,09:24:39
1655,7103,2018-10-21,05:14:52
4021,5505,2019-12-26,04:03:50
9064,6677,2019-11-07,18:59:03
3068,6860,2019-11-21,12:29:54
7383,5980,2018-08-13,00:11:41
4662,6876,2019-11-18,17:16:30
5982,5962,2018-04-01,06:51:25
9849,6804,2019-01-12,11:28:03
7872,7714,2018-07-23,06:13:34
14393,5624,2019-03-11,20:46:52
9603,7001,2019-01-21,16:42:21
11432,5728,2018-08-02,02:45:35
9181,7504,2019-12-30,10:18:20
545,6760,2018-08-10,09:40:21
12827,6291,2018-07-10,00:53:02
3651,5741,2019-10-24,02:11:20
13714,6382,2018-01-30,10:56:05
10661,7506,2019-06-23,07:01:33
12896,6524,2019-08-05,16:41:59
3497,6325,2018-10-19,20:32:23
3404,6733,2018-03-29,08:36:00
7701,5508,2018-07-11,06:20:47
9105,6142,2018-09-19,06:54:32
3101,6438,2019-05-03,18:39:16
1684,6170,2018-01-17,19:18:00
14825,7112,2019-09-03,14:35:49
11805,6920,2018-01-21,07:54:25
1250,7781,2019-07-09,09:06:06
10744,6059,2019-02-20,17:46:52
6305,7330,2018-07-07,15:34:43
7777,5566,2019-05-23,22:23:28
7620,5924,2019-10-18,20:48:01
13979,6873,2018-05-29,12:42:30
9069,7649,2018-12-23,00:28:57
9521,7424,2018-10-31,00:01:47
8979,6851,2018-12-28,09:00:10
10023,6856,2019-10-29,16:58:36
13893,7507,2019-10-31,00:47:11
4969,6153,2018-08-20,01:28:04
5667,6432,2018-03-12,03:24:57
9745,7270,2019-04-30,18:49:10
6215,7233,2018-04-14,17:40:45
6555,5730,2019-06-21,20:12:45
14866,6989,2020-01-04,08:53:40
7809,6106,2019-10-29,15:24:34
7319,6839,2018-01-26,16:13:23
14643,7250,2019-09-14,14:56:15
2127,6563,2019-06-13,07:23:34
12830,6992,2018-11-15,17:49:02
2023,6469,2020-01-05,02:04:49
1431,6387,2019-02-19,15:43:45
1663,7781,2018-12-05,04:24:39
4348,7141,2019-10-18,09:29:02
12136,5323,2018-11-05,16:37:17
11005,6045,2018-02-25,03:38:32
5159,6040,2020-01-06,03:29:41
8362,6778,2018-06-05,18:25:41
1660,5816,2018-12-13,09:03:19
12720,6720,2019-03-13,07:41:39
11300,6764,2019-03-02,10:55:59
11331,6873,2019-07-16,13:26:15
5863,5215,2019-03-20,15:58:40
3058,5588,2018-03-30,12:39:55
13944,7726,2018-01-24,00:19:41
6698,5680,2019-01-01,20:00:52
13827,5817,2018-11-27,04:33:10
9625,7646,2019-12-26,04:41:04
1042,7137,2019-11-14,07:55:01
8370,6382,2018-01-06,13:56:38
3164,5864,2018-05-02,00:57:07
11324,7122,2019-09-01,17:17:37
4422,6853,2019-01-02,19:56:45
4304,6041,2019-01-02,16:23:55
9174,6201,2019-12-02,00:05:19
10461,6821,2018-12-12,03:42:10
13042,6833,2019-08-21,02:23:57
7136,6136,2018-06-26,17:44:14
578,7089,2019-05-26,20:46:36
3849,6584,2018-10-22,09:51:15
4564,7474,2018-02-26,13:44:44
2291,7719,2018-08-28,17:43:06
9594,5478,2018-03-04,07:20:00
9198,7512,2019-03-09,11:47:17
12952,5218,2018-08-23,18:18:43
14249,5282,2019-10-31,23:47:41
771,5345,2018-02-20,11:14:01
1355,5537,2019-09-11,07:46:06
10360,6063,2018-11-06,18:37:01
13375,5785,2018-02-09,23:40:27
3722,5339,2018-06-02,18:46:20
4281,6063,2019-09-25,00:48:23
7588,6485,2019-01-19,21:49:11
2067,6336,2018-10-20,12:23:58
2770,5593,2018-12-08,21:21:48
7428,7008,2019-11-15,10:54:48
11690,5254,2018-11-02,03:30:35
9398,6538,2018-05-11,04:08:54
3490,5269,2019-03-18,06:02:28
492,6178,2018-04-18,23:16:25
6007,6734,2018-10-23,01:51:30
10849,7667,2018-09-24,10:31:53
11448,6079,2018-06-10,15:52:25
10940,5831,2019-01-04,01:30:00
14874,6672,2019-11-17,03:57:55
3527,5693,2018-03-12,19:35:05
9705,7535,2018-04-13,23:05:41
4741,5410,2018-01-14,16:31:29
1504,6283,2018-09-08,18:44:52
847,7406,2018-04-11,23:01:29
218,6871,2019-02-12,23:04:50
10667,7371,2018-08-28,03:28:09
4167,6628,2018-08-25,06:41:20
9151,5326,2018-02-21,20:01:52
14319,5305,2019-04-05,09:43:22
12357,7347,2019-10-23,10:06:46
1883,7407,2018-12-29,18:50:44
10897,7082,2018-07-25,13:11:00
898,7632,2018-08-31,07:24:17
13230,5456,2019-12-20,14:20:17
8937,5981,2018-05-31,09:15:03
12256,6407,2019-12-23,04:36:13
14990,7620,2018-07-30,09:24:38
10867,5766,2019-01-21,13:28:43
6700,6133,2019-06-06,14:15:05
1065,7163,2018-09-07,02:54:36
14006,6419,2018-10-02,03:51:30
5173,7094,2018-10-15,16:06:08
5015,6004,2019-04-11,12:00:35
14689,7045,2019-12-12,08:26:08
643,6960,2020-01-05,17:01:44
11142,6282,2019-01-22,06:32:04
4802,6639,2018-01-12,05:59:16
2122,5906,2018-11-15,15:06:22
5830,5691,2018-03-28,14:03:27
7213,7131,2018-06-15,06:30:20
3580,5275,2018-08-29,03:32:19
3958,5863,2018-05-02,11:09:25
1831,7743,2019-01-08,22:14:25
4581,7056,2019-02-07,02:17:49
3498,7221,2018-01-05,19:44:55
2022,7213,2018-02-21,02:26:52
14328,7570,2018-06-05,02:39:32
13036,5475,2019-05-08,11:22:08
10002,6593,2019-06-14,22:28:01
7139,5296,2018-08-03,01:08:35
305,6138,2019-12-28,01:05:31
13556,7608,2019-12-03,09:06:44
4742,6790,2018-06-26,17:21:03
3202,5231,2019-11-13,18:26:51
8346,6577,2018-01-26,23:43:36
6455,7288,2019-06-02,06:40:06
10295,5986,2018-01-18,01:27:51
3060,7709,2018-11-27,20:12:34
11549,5735,2019-05-18,02:34:08
9959,6308,2018-10-14,07:01:52
8997,5456,2019-09-20,19:27:04
1330,5726,2018-04-12,06:24:57
2217,5938,2018-10-06,16:19:32
913,6354,2019-04-16,17:33:55
13214,5623,2018-04-01,00:50:41
4988,5759,2018-10-01,23:25:20
4346,7716,2019-10-05,10:58:48
13409,6502,2018-02-19,17:18:47
4126,7345,2019-11-05,08:53:38
1062,6339,2019-01-18,19:33:32
5878,6504,2019-12-07,12:30:10
557,6878,2018-10-13,01:10:53
3597,5331,2018-06-23,13:56:31
13717,5303,2019-07-22,21:39:38
261,7226,2018-07-26,07:59:18
5001,5238,2018-03-28,08:14:00
3911,7777,2018-04-17,17:31:34
14333,7599,2019-11-27,22:25:37
11395,6249,2019-06-07,00:00:55
723,6160,2018-03-09,23:34:38
8118,7125,2018-12-27,14:07:38
6459,6107,2020-01-01,07:53:20
9188,5951,2019-10-12,04:26:33
1027,7684,2019-01-23,01:18:12
931,7395,2020-01-03,17:27:47
14110,6481,2019-12-26,13:06:20
12785,5757,2019-02-18,01:18:16
6907,7642,2018-07-09,15:36:53
4862,5347,2018-09-24,22:35:02
4997,6211,2018-09-27,14:05:44
7705,6575,2019-08-26,05:57:24
2349,7042,2019-11-21,08:35:04
3282,7404,2019-03-30,04:10:43
5410,7380,2019-02-21,18:09:17
3950,5991,2018-01-19,13:00:10
12740,7000,2018-01-11,15:06:56
2910,6666,2018-07-07,09:03:33
2142,5376,2019-10-16,15:45:27
9859,7493,2019-08-18,21:37:44
10622,6791,2019-08-07,18:16:27
14621,6791,2018-02-10,14:12:42
3339,7422,2018-10-04,22:40:26
7390,7027,2019-10-21,06:45:00
2199,7583,2018-08-31,13:44:08
10954,6116,2019-11-28,00:38:15
4378,5677,2018-05-14,01:29:46
10778,5215,2018-04-05,18:47:36
13551,7134,2018-11-06,05:18:18
1809,7036,2019-03-17,10:49:48
4218,7381,2018-09-29,22:49:11
3735,6528,2019-09-29,01:49:35
1740,5358,2019-08-30,18:13:45
6121,5686,2019-12-30,05:55:43
8491,5722,2018-11-18,18:34:44
13912,7593,2018-10-07,14:17:42
3249,7284,2018-12-03,04:44:47
10628,7311,2018-08-25,13:23:32
6559,5828,2019-05-06,03:11:31
571,5449,2019-12-11,03:58:24
4368,6968,2018-02-04,02:54:43
12996,5618,2019-07-07,21:42:02
5549,5717,2018-05-23,04:39:35
1050,6459,2018-01-11,00:39:35
10530,5475,2019-01-12,23:33:28
1373,6644,2018-12-27,02:36:59
1935,6717,2018-05-29,00:04:22
14824,6735,2018-04-09,02:03:28
3443,7656,2019-07-06,15:09:50
3437,7316,2019-10-12,23:31:38
6934,5389,2018-02-26,23:13:40
7232,7510,2018-04-10,06:18:30
6663,6744,2018-07-24,12:10:04
3518,5368,2019-12-21,13:28:31
7364,6855,2018-10-27,14:17:08
4472,5758,2018-12-25,14:47:05
5080,7507,2019-11-24,21:05:43
3943,6838,2018-06-25,01:59:54
11011,6372,2019-06-23,10:36:26
8056,6480,2019-05-24,20:35:51
13830,6753,2019-11-14,00:58:59
8051,5995,2018-04-13,11:12:21
6965,5358,2018-04-17,17:18:26
13538,6567,2019-12-14,22:58:36
4211,5502,2019-02-18,15:43:36
6000,7040,2018-12-29,09:25:32
9356,6911,2018-05-25,08:03:42
11683,7285,2018-12-18,22:48:30
3450,7790,2019-02-02,02:41:06
11577,7543,2019-12-22,18:33:37
9449,7560,2018-12-08,22:13:44
10164,7510,2019-01-12,09:29:46
8305,6071,2018-11-18,11:29:22
5160,7655,2018-06-14,01:17:23
4393,7410,2018-04-29,15:39:22
9168,6729,2019-03-08,09:41:30
2822,6354,2019-10-06,12:59:08
10211,5961,2019-09-03,22:52:55
11071,7218,2018-05-08,12:05:01
1594,6129,2018-08-13,00:47:44
12965,6784,2019-11-29,04:56:51
9598,6187,2019-02-28,11:25:49
10492,7426,2018-11-24,15:09:25
9797,6671,2019-05-11,00:19:35
12399,6479,2019-12-04,07:06:50
364,7588,2018-04-12,09:49:52
13530,6286,2019-02-22,01:59:14
14604,7359,2018-09-12,08:42:09
11410,6790,2018-01-22,23:03:17
8781,6563,2018-06-20,09:07:25
2830,6601,2019-12-06,00:57:39
3787,6717,2018-07-20,06:44:50
7601,7047,2018-03-01,17:32:44
5829,5548,2018-09-06,08:38:09
5262,6933,2019-05-31,22:28:54
2201,5720,2018-08-10,01:17:06
7093,5270,2018-12-21,18:37:14
10864,6225,2018-11-20,17:43:26
13218,5291,2018-02-11,16:51:16
13444,6725,2018-03-11,19:07:53
4381,6148,2018-04-04,07:56:47
5824,6797,2018-11-17,04:11:03
6639,6518,2019-11-12,11:35:24
4900,6043,2018-02-12,09:03:24
5257,6048,2018-09-08,02:39:52
1669,5677,2019-03-19,02:38:14
11551,5640,2019-06-05,14:18:49
5253,5229,2018-07-16,07:53:09
12749,6299,2018-07-28,05:54:21
8980,7337,2019-01-02,15:12:56
4,5405,2019-09-19,01:28:03
1423,7120,2019-04-06,03:44:29
10277,5281,2018-10-13,16:49:14
13507,7322,2018-12-23,11:43:34
4083,6015,2019-01-04,16:50:12
2489,5477,2019-01-07,18:14:19
13262,5273,2018-09-29,19:01:40
696,7773,2019-01-12,22:12:16
9848,6730,2018-05-30,07:35:58
4189,6608,2018-04-08,02:00:57
1300,5453,2019-08-13,00:52:17
6471,6722,2019-08-18,08:36:54
5714,5355,2019-02-26,20:49:49
9422,7003,2018-10-24,06:32:10
9580,7074,2018-10-06,00:22:53
4605,6934,2018-06-02,23:42:34
10510,7764,2019-07-13,22:14:03
6671,7223,2018-11-27,15:38:06
11261,6317,2018-01-05,10:56:41
13619,7237,2018-11-06,15:13:24
8579,7333,2019-06-22,02:40:15
1406,7535,2018-04-23,09:43:25
7053,6474,2019-09-14,08:37:46
14362,5579,2018-06-17,11:43:07
5277,7511,2019-01-14,13:37:15
11887,6552,2019-01-31,21:52:08
11576,6072,2018-04-16,13:55:58
8617,6582,2019-01-05,19:15:03
13352,7526,2019-04-22,01:24:32
13914,6893,2018-01-23,22:30:15
8737,7597,2018-12-27,04:44:41
5862,6209,2018-03-19,22:39:41
8727,5359,2018-01-15,20:37:25
177,5777,2019-01-05,16:04:28
11220,5725,2019-12-07,12:03:02
10052,6644,2019-06-07,09:21:43
4770,6220,2019-07-26,08:51:12
12650,6893,2019-11-28,17:34:40
9949,5918,2018-11-19,02:56:52
10787,5659,2018-06-20,13:51:48
14764,7180,2019-08-11,00:08:46
11038,5971,2018-06-13,16:26:47
9821,7129,2018-12-05,06:37:14
14098,6659,2018-11-21,15:25:40
6939,5777,2019-03-27,12:58:05
2718,5408,2018-02-12,16:37:40
6952,5688,2018-05-01,12:48:31
25,5707,2019-01-14,04:07:54
7002,6214,2018-05-19,04:29:57
8735,6737,2018-03-15,03:14:04
10316,5802,2018-09-27,00:04:36
10749,7436,2019-08-03,04:20:59
7673,5488,2018-01-29,23:21:06
11019,7748,2018-01-28,20:32:38
3931,6507,2019-01-30,12:04:12
1155,6418,2018-02-07,21:37:00
12769,7215,2018-10-13,19:27:40
6747,7020,2018-12-28,22:18:02
1986,6437,2019-12-23,20:20:41
6460,5981,2018-08-29,03:29:11
5793,6787,2018-08-10,07:47:42
10057,5586,2019-08-07,22:39:50
1861,5340,2018-02-01,11:38:26
5837,6258,2019-01-01,13:54:00
1552,6918,2019-10-19,17:07:43
