3072,6799,192,24
7268,3310,76,9
6454,1470,28,27
8250,4737,4,14
6914,5382,183,13
13038,719,163,1
12139,2699,143,15
6969,1537,33,20
6009,4710,160,24
2126,4846,28,6
7961,6688,186,28
1087,8929,28,16
12614,1485,13,21
7440,3039,147,3
13036,9175,177,7
1835,5135,34,28
1323,3219,88,21
10154,9921,19,5
4848,9868,21,20
10420,780,57,28
4485,7553,181,11
13880,3577,145,12
8443,9635,126,17
14852,1620,192,24
11322,4479,145,28
7644,9601,86,15
3000,2411,60,27
3445,2909,30,19
7969,9230,111,18
13881,1712,198,21
6483,6906,118,20
2603,9096,103,4
9664,5784,141,16
3772,5409,107,1
6424,9048,136,14
8738,2424,73,1
626,5928,161,13
11442,7986,76,25
11033,5650,199,23
13647,5050,60,10
4158,8684,65,10
2757,9779,96,12
10536,7679,102,25
5645,696,164,10
6607,7230,198,17
6576,7742,187,21
9533,245,46,14
2442,1835,125,10
2905,9737,122,17
13225,8317,70,10
5940,74,53,9
4030,8969,55,19
4989,131,127,3
9342,1977,38,20
8351,4483,189,14
9890,893,141,10
8157,7599,156,19
3797,278,98,8
11917,3216,95,1
438,4235,72,27
3786,1492,192,19
2146,2283,51,29
7351,8016,18,4
11335,1771,175,29
4648,475,152,13
10818,8822,127,1
8737,2370,71,25
10405,6834,20,13
112,4615,130,17
8469,3807,177,24
5003,1947,157,20
14280,8106,129,23
9280,5779,86,24
2393,1088,14,16
5923,9093,172,10
1946,3621,70,9
14173,8069,17,7
11761,1687,94,27
6746,9906,95,17
11976,5596,174,25
6316,2174,77,5
399,9970,145,21
782,987,171,29
6079,838,8,5
11470,5593,14,15
2471,1486,146,5
8322,9235,6,20
9713,4156,138,22
11172,4557,179,21
6839,1470,28,27
11886,640,143,5
14217,824,164,5
1297,1989,146,11
1943,8869,122,2
1902,7836,168,17
5049,8060,132,26
11463,5574,138,18
13536,1769,190,19
3933,2981,87,29
7638,100,112,13
10938,803,34,6
8932,1063,75,25
4362,4506,159,10
13082,9758,18,1
5220,6092,41,13
198,6183,21,21
3182,8409,122,24
14985,253,6,2
12291,4368,45,20
1333,5959,13,24
9650,884,177,11
2280,5716,1,24
5549,9934,23,7
11706,5649,147,22
9525,6739,183,1
4280,2005,67,16
4251,9128,120,21
14142,928,79,8
7153,7678,143,21
8512,4717,49,25
15,8442,112,6
7090,7240,66,16
14754,3077,130,19
8236,4057,10,28
3841,7128,172,3
47,6771,42,29
11251,9048,136,14
12862,8047,35,13
12748,3138,50,11
6598,5912,140,17
6467,7152,74,28
8441,9234,102,9
13450,7103,164,27
9709,1699,119,3
10192,5322,78,11
10641,7793,34,11
10947,2173,45,1
6082,9686,130,8
11103,5122,82,21
10240,2202,193,25
5089,7007,100,20
6675,4843,14,26
3398,6811,181,14
2484,3620,183,16
948,198,70,21
2569,4369,42,29
14192,4451,185,13
5686,3014,91,16
2700,1022,161,17
8675,6899,71,27
2256,9253,108,21
11584,6218,180,13
14326,9316,96,14
14073,5990,126,14
1936,833,113,10
6371,3334,79,2
394,5027,74,5
767,454,22,27
14607,9883,165,17
2080,4977,19,18
2736,4996,107,25
4816,3262,6,4
6617,5668,23,21
14973,8281,179,24
5488,5124,181,20
8039,8462,50,1
6932,8173,144,2
1238,4295,23,16
7304,5482,71,5
3138,6957,157,27
11511,6729,15,1
6876,1578,109,9
9422,4297,2,17
14305,6485,146,21
8392,4896,109,8
12016,4682,44,8
11864,8840,69,10
2749,7699,131,27
8255,924,69,19
13136,895,68,14
10506,4800,38,17
7666,5437,79,21
9971,545,160,1
4666,7557,67,1
7749,5493,131,5
5791,1789,98,29
6660,9620,195,9
8927,5423,13,17
7413,3022,100,8
11036,8776,119,1
14082,8520,69,8
14874,6267,185,17
265,6003,187,27
5844,8296,173,17
5010,191,179,29
7326,3978,141,12
10204,1672,187,20
1855,413,126,26
9170,2021,140,7
1488,3113,161,21
4851,7759,193,13
11072,2349,51,5
7254,9944,5,4
7157,9287,164,28
1039,6541,133,11
8546,2629,22,18
13460,2437,155,1
1534,2178,25,25
7352,5628,95,25
732,9178,154,8
8994,4940,179,3
7062,8069,17,7
392,6482,76,13
8340,5297,54,25
10510,7322,174,17
8515,1593,2,17
9839,84,135,11
5164,4438,152,11
11032,4675,138,21
7100,5811,83,10
2117,9859,83,23
10674,6370,162,12
12577,1362,173,3
5218,5331,47,25
13526,633,116,1
12933,1984,83,18
2887,9453,131,16
5803,7563,152,20
13948,704,11,11
426,8835,107,10
10774,6734,102,17
9953,1650,95,9
2711,5297,54,25
5666,4661,27,1
10327,8410,89,20
6104,8661,122,25
2450,4667,170,1
7316,9764,125,13
8786,8477,167,9
5524,1372,114,25
6511,769,64,17
5559,9245,135,6
14873,7390,165,25
7136,9474,18,25
10914,9639,162,7
7567,7165,155,20
9174,6265,0,10
11306,8620,175,13
8237,7477,127,9
13494,9405,162,1
10020,618,111,28
6399,4995,52,11
11741,9160,61,8
5180,9417,193,19
446,6173,16,26
7311,2666,127,10
3294,3363,170,13
11544,4441,173,21
8916,9623,60,9
304,4234,37,17
11527,1148,67,1
13703,6302,150,16
13392,7722,107,5
14258,8271,85,8
6096,8077,93,1
4487,9133,191,4
1152,4897,109,21
5083,9104,37,1
10282,4243,3,13
11274,2175,200,10
14128,2656,144,1
537,7806,107,13
8621,8075,156,11
12284,4389,63,8
6588,5203,85,10
8001,8852,37,25
10691,4271,61,26
11185,364,118,3
14141,9156,142,21
4001,1699,119,3
8796,6482,76,13
3534,5830,72,3
4887,2430,76,8
13255,5694,63,13
1817,7440,48,8
8566,3607,24,1
1590,7612,54,19
9568,7590,176,15
12088,6232,89,5
6218,737,111,2
947,6763,173,24
3885,6014,189,15
612,9203,82,17
5997,1161,78,6
8728,5480,30,20
14175,5787,33,1
4343,7045,63,25
3230,2273,123,13
12431,4560,138,27
932,2613,134,29
6095,6322,138,19
13570,4359,36,26
6446,2443,174,25
6933,4323,172,18
4385,5229,158,7
2522,7847,13,13
3689,5455,114,25
13031,8682,40,9
9874,5513,0,24
5270,8154,153,11
333,63,153,11
4284,1864,183,1
13691,2178,25,25
3677,6787,125,11
6408,3669,66,26
13110,4473,104,12
11439,2346,97,10
3495,3487,92,12
9869,5547,139,23
2156,4841,45,10
8142,2062,171,13
10287,7195,153,24
1789,1323,52,3
8937,2136,157,20
6729,9499,117,22
9988,77,169,29
13719,2623,52,21
12163,7723,70,8
3886,4531,75,1
4068,1602,66,2
5516,6482,76,13
11629,9847,60,11
1241,9641,89,11
3880,4796,41,7
39,6167,62,10
2331,150,35,9
12797,8618,121,4
11955,2598,116,5
3554,5985,163,18
9325,6419,147,28
5259,5230,51,12
8517,9393,182,29
1947,3306,59,5
807,5508,100,11
4224,7673,87,4
9500,7547,176,17
329,8353,87,29
6043,8386,6,20
5979,809,68,9
12383,6964,44,17
13049,2950,48,26
5318,8020,26,15
13279,6199,26,21
6046,25,21,27
13507,6248,59,13
13694,408,6,8
2858,500,139,8
8239,622,31,9
2780,2409,143,9
1394,3847,74,6
13208,6157,193,20
706,8818,175,27
3925,6623,140,26
4866,1650,95,9
14450,4876,87,27
1379,7688,82,25
1499,1736,106,20
13674,9011,84,17
7827,941,161,21
2095,1540,184,14
13268,8027,36,27
6685,1979,179,17
14245,3642,91,19
1746,1202,190,9
2239,2841,78,25
14362,5315,165,21
3224,856,103,3
14769,8296,173,17
5223,6822,68,1
5881,2244,79,11
3468,6073,95,13
13800,3535,128,10
8956,3127,46,21
2216,6728,15,10
12707,1745,149,16
10414,6101,102,23
5603,184,156,4
12430,3363,170,13
10671,7979,151,1
12385,1510,105,29
5014,8291,126,13
12412,3109,65,15
7506,4667,170,1
263,3356,195,19
13282,222,134,26
7278,4139,73,17
14184,7092,79,20
5401,778,127,18
4539,1122,63,17
14204,1288,22,6
8123,6458,93,22
8070,5882,11,24
8129,7042,124,13
3319,4283,160,16
12982,6400,174,21
6363,7969,74,27
11501,8940,171,4
14624,8685,129,4
3316,4928,13,28
5094,4742,58,1
6632,2881,27,21
9928,6867,77,23
1827,1776,155,25
1028,5091,109,7
6409,4686,173,7
11963,1778,138,29
10029,46,98,16
5139,9089,154,9
1662,2602,9,19
3239,5581,70,11
1450,8853,68,22
4879,1633,23,25
4977,63,153,11
1245,4285,83,26
8397,2008,155,5
12843,6515,197,13
7962,4634,156,27
9559,2051,167,17
5591,1297,194,19
1159,3117,137,1
8327,6760,175,13
9913,312,3,29
13010,4812,172,21
12541,5491,32,18
4096,4437,1,25
1400,8086,64,8
3717,7872,86,28
1318,7916,26,28
10824,4577,111,28
10042,1590,63,22
9777,7356,154,10
5149,8831,136,11
8314,742,67,4
8401,2019,107,20
7069,4956,71,28
4286,6774,26,5
7535,6813,25,17
4710,9414,4,19
4755,5764,101,18
687,6604,192,22
7450,5495,133,19
2070,4185,55,18
10643,8308,91,14
13525,4707,50,17
4941,6254,177,21
3234,3440,37,13
294,136,114,24
12360,9779,96,12
5041,7493,48,29
6356,3441,190,29
3202,9014,131,10
11623,9698,90,22
303,5072,145,29
11586,1286,2,7
11415,7894,199,13
1978,3164,58,25
6461,1114,55,14
13845,1577,194,5
6457,4464,57,19
4677,9360,195,13
10228,6880,124,15
417,6650,172,8
4707,310,78,6
5082,1228,49,29
13747,7923,72,1
9669,7848,70,1
1896,1618,115,19
14691,7545,90,16
2123,9405,162,1
7248,7797,0,1
1755,5726,124,3
1581,1773,11,5
14091,7352,162,9
825,7340,70,5
1464,5516,121,13
253,2460,14,14
12264,7695,38,5
9070,5032,24,5
4737,1388,161,20
11994,3950,96,2
12372,6974,146,8
3339,3735,133,8
12815,7361,135,12
7027,8560,58,2
14922,6035,2,14
11567,5030,109,11
8858,4009,9,24
12913,7653,158,5
14787,2065,134,11
12150,5485,69,20
1109,151,125,8
8604,7284,107,11
13457,4173,45,12
13933,8051,6,13
10049,6392,11,17
6842,6972,179,21
5722,7991,95,6
6986,9977,25,20
10521,4651,108,17
1598,9796,124,9
10957,8062,192,28
1045,2797,66,21
3810,7758,68,9
2547,3020,23,2
9440,5120,141,7
11413,932,28,9
2388,6288,71,19
2661,7299,184,18
6425,5197,50,1
12080,5440,162,13
2441,8709,192,13
2959,204,138,3
4218,2420,56,12
13351,5138,181,23
10450,3907,83,23
11587,3035,58,14
10639,3805,159,7
13860,800,152,13
355,6281,185,16
10583,5742,127,5
1462,3800,28,26
11358,9114,86,16
7556,5869,186,21
13410,6086,15,9
7671,7230,198,17
11908,8536,20,25
209,6297,65,24
13120,7591,101,21
7820,4944,5,26
4067,8947,191,6
7313,8213,59,25
13137,8192,184,21
6303,6926,151,20
9584,2524,10,23
8533,6894,128,15
14420,4750,58,29
938,5695,153,16
10110,4333,147,21
5546,2466,177,22
13087,3534,114,6
524,3654,81,23
4189,2465,12,14
14611,3127,46,21
1966,7966,70,10
2254,4477,72,20
13767,5779,86,24
1321,2844,95,9
3637,7852,128,29
14619,4175,10,25
11508,7449,173,1
957,6586,100,18
11639,988,87,23
9324,9626,77,2
11705,5504,156,4
10895,1793,168,8
5183,9469,142,1
11180,5005,74,13
6945,7482,105,9
5921,9058,85,13
4098,3370,22,25
6085,1707,156,8
12062,9307,87,9
9022,66,156,2
3347,2447,134,17
8454,4699,122,10
360,59,57,8
11545,4373,114,17
493,6230,159,19
1146,4519,51,16
3147,1536,22,24
3665,9303,72,24
529,7530,154,25
3682,9945,30,16
10108,6074,179,22
12151,6666,135,6
3800,109,49,19
717,9734,64,29
12554,9340,144,28
398,3083,26,25
4010,1103,91,12
8775,9383,181,21
1919,7287,109,5
2445,1926,19,7
9150,4761,90,5
11672,4434,100,13
7678,8039,88,1
9385,2752,183,11
477,5197,50,1
133,6289,148,15
11924,4538,32,13
2628,3159,84,15
5416,1137,132,2
10898,6583,175,18
10650,6252,76,5
13936,3350,88,21
1833,2866,2,4
2770,8217,99,17
8970,3147,120,13
2924,8440,41,10
6561,782,85,5
14745,2625,198,27
7286,3371,164,8
13528,4751,98,20
10091,897,25,21
4291,9586,63,22
3569,2706,50,21
12925,7923,72,1
7894,9974,96,13
4786,6480,174,7
2133,4876,87,27
7712,9436,168,4
5208,279,170,7
6747,3994,2,4
13420,9938,132,3
132,8377,60,3
7488,9670,59,28
14293,1792,65,25
6521,119,18,8
8868,4782,136,23
1764,4546,73,27
12300,4339,78,29
5229,1199,97,17
288,7541,10,7
11127,3759,13,22
8900,9540,106,6
5758,2143,145,13
11400,7112,118,25
13261,341,107,6
4279,2935,99,13
8131,8583,18,2
12686,9016,109,21
6531,7973,198,9
9633,6709,131,9
3904,1107,20,1
9954,8701,161,29
13665,2424,73,1
11577,3043,173,18
5374,6370,162,12
2188,2322,163,3
9163,4282,164,13
14719,4021,80,12
7750,1060,63,9
11167,930,108,3
5444,2236,117,1
5437,931,56,27
10807,9256,200,25
14901,5532,46,13
550,1503,192,9
8145,8139,19,9
12792,8000,13,1
2069,3728,188,21
1719,3457,58,13
13892,6919,36,4
11558,4579,111,22
12613,6569,135,8
2947,5626,46,23
3155,5703,182,13
14733,3993,78,17
6954,3294,7,4
1044,7296,197,23
13984,8718,9,7
6280,9039,158,13
12756,2567,93,3
10283,940,27,2
13888,5732,177,14
4437,1182,87,4
1498,3732,12,29
9063,49,185,21
3135,2826,78,6
5525,8836,192,27
1355,7165,155,20
9526,5667,196,21
10711,1290,59,1
3814,5666,57,4
14043,2123,43,18
13372,5195,146,1
11887,4248,179,27
6605,4017,110,15
3587,9367,93,29
1768,5801,140,16
13650,216,85,5
7374,8734,27,12
3906,4416,75,21
7363,151,125,8
3372,7486,145,21
2927,3410,149,25
9206,3090,117,26
13054,7183,102,21
14656,1295,126,9
13919,3485,103,11
14635,9537,95,29
13654,129,68,21
1186,2950,48,26
14118,9788,126,10
746,3845,97,5
7688,1184,172,25
2961,1005,96,28
6575,370,93,5
9312,2768,5,14
3739,6065,152,29
11800,7988,7,29
1653,6539,138,20
9506,527,2,13
13035,3028,105,2
10589,4641,108,10
13761,1364,94,24
12396,2137,126,10
1899,9559,42,15
6577,903,195,24
5668,8948,192,7
4353,5991,4,8
14498,6827,45,21
4206,8114,149,1
847,1833,93,6
11866,5264,160,19
3078,8469,189,9
305,8841,149,11
6530,7373,2,26
3434,2480,176,16
6920,3698,110,20
9555,5087,143,25
712,3641,43,10
8377,4548,68,15
2762,1581,30,2
8444,1197,90,9
12540,8744,20,14
1537,1254,195,2
5111,7636,171,19
659,3491,26,25
8170,9843,79,27
12914,1952,95,16
11951,8064,1,24
674,3275,181,16
8307,7771,64,7
7848,783,117,23
8836,9346,186,1
795,7210,61,14
678,6877,44,11
5628,6508,8,9
12858,1884,79,21
9498,938,137,23
11222,1624,199,13
9398,9151,131,17
5294,206,192,19
1645,4884,23,23
8211,5829,43,25
3673,6860,132,27
4297,3463,10,22
1615,3350,88,21
12650,4208,146,22
5620,3967,74,17
625,6580,139,29
14070,2169,103,14
9699,5961,91,12
9431,8184,174,18
14412,6261,7,12
13688,7491,46,25
6470,6418,91,4
8709,3669,66,26
14216,6331,9,10
9785,1418,73,10
10024,1286,2,7
3883,9358,58,9
1053,8417,195,25
10447,8077,93,1
13675,7799,82,25
9887,8728,42,10
6437,7529,24,9
13188,3785,192,21
9677,4759,10,16
220,9863,183,24
11853,6859,72,17
13267,7075,61,25
2281,6825,152,18
3241,7574,42,29
14151,9245,135,6
4399,3056,145,2
11190,3868,3,1
1312,3928,38,12
3295,9373,180,1
313,5889,149,9
4612,1564,90,8
959,4740,136,15
750,5651,17,28
1805,454,22,27
14958,7498,174,15
13851,5430,143,13
5113,7647,10,3
5897,2744,153,9
3439,7347,173,16
1984,4426,106,12
9166,5945,37,9
14815,4118,145,29
5299,2524,10,23
12413,746,57,22
10980,7045,63,25
11898,5883,52,24
3219,5681,135,25
3973,9712,194,1
14087,6005,158,15
155,4570,177,21
12265,1585,151,15
229,9552,64,20
9279,1788,79,13
12231,7523,140,21
8365,6944,137,3
12176,6177,41,1
14241,9345,170,5
6482,2596,157,17
1165,4891,104,13
10290,5998,49,19
10034,3989,62,21
5736,7518,189,22
7792,3276,195,6
10483,3408,45,5
55,9058,85,13
14548,5577,80,23
12720,7193,186,20
10168,9233,148,29
13334,499,97,3
4839,5391,40,28
4148,9320,152,28
574,7763,177,23
8195,2414,97,17
3293,5575,60,6
5342,2229,117,7
10517,4291,154,24
6445,1762,48,12
11202,483,149,4
5725,1848,74,5
12373,4840,187,9
8304,868,153,21
1214,6588,89,4
1740,1957,34,4
2225,2473,109,17
4858,4926,7,1
9099,4873,101,21
6847,7469,95,26
7643,4165,116,20
14885,5894,49,18
7871,8049,49,24
12110,8993,80,7
9033,7211,147,22
11496,2569,71,14
7098,4192,115,25
11647,2229,117,7
3117,3270,115,21
4486,470,55,8
11479,486,12,19
646,623,144,23
286,1311,167,7
3096,1579,129,5
12309,4426,106,12
9468,5134,5,17
7550,800,152,13
14057,9340,144,28
13690,5718,157,13
8535,4824,89,13
5248,2216,138,18
12203,7368,176,1
10025,3719,128,13
549,3166,113,25
12213,6807,146,3
2047,4102,68,26
12054,6828,100,1
1803,2146,130,10
2746,2078,16,11
13366,4999,45,13
13999,5785,79,24
6257,2877,52,3
12666,320,123,3
7654,4640,42,5
11478,1872,97,18
10657,3305,171,1
14032,3387,183,13
6987,5821,168,25
11017,3206,11,23
6984,2775,197,15
4444,7342,30,16
8015,5636,57,5
1651,5897,107,16
4567,2931,83,27
14435,5960,143,28
4692,7626,23,28
3871,1204,57,5
14793,4514,185,16
9329,610,10,9
11169,3380,40,7
4589,9813,65,19
2037,7424,183,15
9470,8606,163,5
5534,8416,84,25
11912,5035,158,11
4691,8958,81,29
10427,6099,1,21
11804,6799,192,24
10407,6552,97,13
11438,7612,54,19
11771,2253,9,7
11874,4355,174,25
8523,2390,88,23
13810,1576,129,15
4790,2927,0,15
3416,8686,196,13
14878,7663,152,26
1922,8520,69,8
7168,5969,39,16
6401,3270,115,21
5996,9010,139,7
261,912,91,9
4464,2287,140,1
14062,7715,116,18
5421,4215,67,25
13111,7036,140,26
669,469,118,3
11414,1201,130,17
14024,3480,59,8
9889,6647,21,25
1724,5496,84,2
8580,7257,154,3
4054,3980,54,15
6059,4011,139,1
11881,576,140,14
8115,7139,99,21
5738,5463,78,21
13030,6010,88,6
4722,3058,122,14
5746,398,192,3
13985,2998,34,13
8948,5545,157,7
7570,4297,2,17
5232,2669,186,12
10677,2943,69,25
14967,2591,112,26
8105,1891,8,25
1553,6706,116,21
11196,1452,141,20
325,9210,114,28
7640,997,125,9
7965,1822,128,22
12408,1546,55,23
5031,6437,115,28
10928,1586,6,2
13649,330,53,20
11781,3756,174,20
7010,8171,189,22
13440,2336,60,7
1179,3153,151,16
838,7345,102,11
13655,1032,135,1
10487,5949,18,8
5179,8013,135,19
4430,3803,133,25
6321,5700,6,19
2163,233,117,18
1274,2330,20,29
2621,3980,54,15
372,8895,144,14
13071,5270,95,23
6505,2025,83,6
10274,3103,107,23
7612,1098,65,6
12108,2698,25,23
4238,8493,108,19
6442,6999,197,12
11712,1039,111,28
14315,2350,100,20
3690,4769,190,18
5209,1872,97,18
9753,8911,105,1
8059,9635,126,17
10806,4779,35,24
4742,8616,80,9
4642,1206,87,8
3923,9800,125,5
13571,3466,134,12
3042,4527,143,9
10166,2044,146,25
4301,8303,157,18
2932,6210,133,26
5701,3794,113,28
1819,7485,162,13
8213,458,80,3
9687,9810,120,4
13592,6512,161,17
4743,2648,29,15
2306,1595,117,25
9215,1595,117,25
14716,1061,145,11
11013,9076,160,5
459,1632,98,8
4640,4283,160,16
736,2391,5,23
11044,9776,2,16
7905,6663,163,28
6474,5554,142,1
3156,6680,139,1
5583,9821,39,11
11689,3744,85,23
382,2405,58,24
7328,9323,177,7
9705,6046,147,11
1879,3809,42,7
4355,7505,198,3
8188,5668,23,21
12616,9011,84,17
1614,3857,196,16
2232,4268,53,10
2407,5110,103,15
5579,9376,176,27
9832,9592,69,25
5381,8573,169,11
4948,1500,196,9
9780,8015,96,25
14807,146,8,17
10086,4640,42,5
5855,5743,33,29
4757,5604,15,25
3044,1530,190,3
1069,5992,44,19
13369,4662,153,6
13391,7914,24,17
7547,8979,77,25
14532,700,7,2
5542,7683,17,11
13313,5654,31,27
2208,1091,76,29
9209,1951,141,21
13127,7369,176,5
10829,1286,2,7
7557,5924,114,1
2022,1522,51,3
4011,8873,167,24
12004,9382,0,18
5027,1043,12,5
255,4420,197,6
8325,505,124,19
5770,4071,147,17
7021,4631,112,25
13848,4559,107,28
13393,8322,184,23
4481,694,175,8
3613,7226,191,9
11387,6684,89,25
2492,6438,159,27
1516,7712,120,12
3646,6083,86,17
3097,512,50,12
6271,9700,57,1
2733,1729,145,8
1960,6254,177,21
2563,5799,39,1
2666,7060,128,9
3887,8018,167,8
3431,1528,116,24
10144,4166,188,9
14679,3306,59,5
4613,5064,13,13
11227,9864,44,11
14248,1565,139,16
3429,7412,161,16
